ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate      
3112,Illinois,06-13-2020,131871,6289,,125582.0,1040.6633742695703,1169806.0,,4.7690546063956445,9231.55401263954,
3113,Indiana,06-13-2020,39543,2413,28241.0,8889.0,587.3694839695501,340637.0,6349.0,6.102217838808387,5059.802718836093,16.05593910426624
3114,Iowa,06-13-2020,23717,650,14326.0,8741.0,751.7107385890013,219608.0,,2.7406501665472023,6960.479482230188,
3115,Kansas,06-13-2020,11020,245,667.0,10108.0,378.2633797798657,129152.0,973.0,2.2232304900181488,4433.164430610638,8.82940108892922
3116,Kentucky,06-13-2020,12445,499,3409.0,8537.0,278.5566445888049,294585.0,2433.0,4.009642426677382,6593.701016166581,19.550020088388916
3117,Louisiana,06-13-2020,46283,3004,33904.0,9375.0,995.5915448178604,504383.0,,6.490504072769699,10849.7601743592,
3118,Maine,06-13-2020,2757,100,2152.0,505.0,205.10157623946225,68350.0,313.0,3.627130939426913,5084.763415294611,11.35291984040624
3119,Maryland,06-13-2020,61305,2926,4536.0,53843.0,1014.029852721282,408758.0,10053.0,4.772857026343691,6761.158380860384,16.398336187912893
3120,Massachusetts,06-13-2020,105395,7576,,97819.0,1529.125195883121,703596.0,10772.0,7.188196783528629,10208.134838679069,10.22059870012809
3121,Michigan,06-13-2020,65836,6013,44964.0,14859.0,659.2264212854956,799483.0,,9.1333009295826,8005.3514333889025,
3122,Minnesota,06-13-2020,30172,1314,25620.0,3238.0,534.9994467724135,407992.0,3581.0,4.355031154712979,7234.372739214191,11.868619912501655
3123,Mississippi,06-13-2020,19348,889,13356.0,5103.0,650.1018598195185,213885.0,2644.0,4.59479015918958,7186.636152961428,13.665495141616704
3124,Missouri,06-13-2020,16232,885,,15347.0,264.4756076975567,269796.0,,5.45219319862001,4395.913076291893,
3125,Montana,06-13-2020,588,18,510.0,60.0,55.01610250210989,58004.0,77.0,3.0612244897959178,5427.132669272758,13.095238095238097
3126,Nebraska,06-13-2020,16640,215,9610.0,6815.0,860.2114962303713,134377.0,1067.0,1.2920673076923077,6946.673090682007,6.412259615384616
3127,Nevada,06-13-2020,10997,462,627.0,9908.0,357.02737134093206,204880.0,,4.201145767027371,6651.611152162423,
3128,New Hampshire,06-13-2020,5299,318,3843.0,1138.0,389.715167414252,93956.0,503.0,6.001132289111153,6909.997786294293,9.492357048499716
3129,New Jersey,06-13-2020,166605,12621,28606.0,125378.0,1875.7198393639405,1078215.0,18707.0,7.575402899072657,12139.067054408879,11.22835449116173
3130,New Mexico,06-13-2020,9621,431,3983.0,5207.0,458.83569904842034,255284.0,1625.0,4.479783806257147,12174.764847300376,16.890136160482278
3131,New York,06-13-2020,382630,30795,68584.0,283251.0,1966.8892497368481,2872240.0,89995.0,8.048245040901131,14764.597597324211,23.520110812011605
3132,North Carolina,06-13-2020,42845,1127,23653.0,18065.0,408.51122092462265,611690.0,,2.6304119500525154,5832.237804350157,
3133,North Dakota,06-13-2020,3058,74,2630.0,354.0,401.2796859048214,85873.0,197.0,2.4198822759973844,11268.505712133658,6.442119032047089
3134,Ohio,06-13-2020,40851,2556,,38295.0,349.4794295540289,538898.0,6864.0,6.256884776382463,4610.260841296593,16.80252625394727
3135,Oklahoma,06-13-2020,8073,359,6495.0,1219.0,204.01969081906338,246439.0,1111.0,4.446921838226187,6227.9708393111805,13.761922457574629
3136,Oregon,06-13-2020,5377,173,2396.0,2808.0,127.48542642654104,166189.0,875.0,3.2174074762878933,3940.240939631845,16.27301469220755
3137,Pennsylvania,06-13-2020,82944,6211,58061.0,18672.0,647.8993225193368,575051.0,,7.488184799382715,4491.887940225539,
3138,Rhode Island,06-13-2020,15947,833,1435.0,13679.0,1505.3414275209302,191518.0,1853.0,5.223553019376684,18078.634195519757,11.619740390042017
3139,South Carolina,06-13-2020,17955,599,8682.0,8674.0,348.7278570920816,241906.0,1988.0,3.3361180729601783,4698.377109313122,11.072124756335283
3140,South Dakota,06-13-2020,5833,75,4828.0,930.0,659.3500998689891,64513.0,531.0,1.2857877593005314,7292.414365309119,9.103377335847762
3141,Tennessee,06-13-2020,29549,472,19731.0,9346.0,432.68775989599925,601362.0,2073.0,1.5973467799248706,8805.77943979755,7.015465836407324
3142,Texas,06-13-2020,86915,1971,56535.0,28409.0,299.7494713128392,1260319.0,,2.2677328424322614,4346.544945470014,
3143,Utah,06-13-2020,13981,139,8114.0,5728.0,436.0942969309018,262782.0,1012.0,0.9942064230026464,8196.676313289194,7.238394964594808
3144,Vermont,06-13-2020,1125,55,908.0,162.0,180.29163975647012,49933.0,,4.888888888888889,8002.224398186508,
3145,Virginia,06-13-2020,53869,1541,7131.0,45197.0,631.1156943122029,459993.0,8090.0,2.8606434127234586,5389.162627369232,15.017913827990125
3146,Washington,06-13-2020,25538,1213,,24325.0,335.3691246876351,439862.0,3817.0,4.749784634662072,5776.338551309915,14.946354452188896
3147,West Virginia,06-13-2020,2274,88,1568.0,618.0,126.88691273651101,127517.0,,3.8698328935795954,7115.320339235565,
3148,Wisconsin,06-13-2020,22518,691,16231.0,5596.0,386.74547448713025,410917.0,3035.0,3.068656186162181,7057.478023795546,13.478106403765874
3149,Wyoming,06-13-2020,1050,18,833.0,199.0,181.42266470154243,33055.0,93.0,1.7142857142857142,5711.358268294748,8.857142857142858
3150,Alabama,06-14-2020,25615,773,13508.0,11334.0,522.4155319450521,297455.0,2255.0,3.017763029474917,6066.566935573511,8.803435487019325
3151,Alaska,06-14-2020,660,12,411.0,237.0,90.22001380639604,73467.0,,1.818181818181818,10042.717809567424,
3152,Arizona,06-14-2020,35706,1191,6333.0,28182.0,490.55348628061785,338045.0,3726.0,3.335573853133927,4644.293767706588,10.435220971265334
3153,Arkansas,06-14-2020,12501,179,8110.0,4212.0,414.2416141008495,196989.0,998.0,1.431885449164067,6527.561100720922,7.983361331093513
3154,California,06-14-2020,152300,5099,,147201.0,385.45034532731813,2801996.0,,3.3479973736047275,7091.466354601209,
3155,Colorado,06-14-2020,29115,1598,4178.0,23339.0,505.5796966556549,244643.0,5244.0,5.488579769878068,4248.206550881999,18.011334363730036
3156,Connecticut,06-14-2020,45088,4201,7611.0,33276.0,1264.6387233341945,349106.0,9912.0,9.317334989354153,9791.806381926615,21.98367636621717
3157,Delaware,06-14-2020,10264,422,6172.0,3670.0,1054.0541650749053,81787.0,,4.111457521434138,8399.05767721953,
3158,Florida,06-14-2020,75568,2931,,72637.0,351.8433995164388,1409015.0,12224.0,3.87862587338556,6560.351307030159,16.176159220834215
3159,Georgia,06-14-2020,57681,2451,,55230.0,543.2674199756382,620790.0,9248.0,4.2492328496385285,5846.89900741451,16.033009136457412
3160,Hawaii,06-14-2020,728,17,628.0,83.0,51.4170772499209,60322.0,89.0,2.3351648351648358,4260.413370700177,12.225274725274724
3161,Idaho,06-14-2020,3399,87,2837.0,475.0,190.20013261968646,62980.0,266.0,2.5595763459841128,3524.2142843153442,7.825831126802001
3162,Illinois,06-14-2020,132543,6308,,126235.0,1045.9664794823095,1191846.0,,4.759210218570577,9405.48323717641,
3163,Indiana,06-14-2020,39909,2422,28522.0,8965.0,592.8060272549067,348391.0,6419.0,6.068806534866821,5174.980195979959,16.084091307725075
3164,Iowa,06-14-2020,23926,652,14383.0,8891.0,758.334997321771,224634.0,,2.7250689626347913,7119.7786419952645,
3165,Kansas,06-14-2020,11101,245,667.0,10189.0,381.0437185967596,129152.0,973.0,2.2070083776236373,4433.164430610638,8.764976128276732
3166,Kentucky,06-14-2020,12445,499,3409.0,8537.0,278.5566445888049,294585.0,2433.0,4.009642426677382,6593.701016166581,19.550020088388916
3167,Louisiana,06-14-2020,46619,3014,33904.0,9701.0,1002.8192258035094,509332.0,,6.465175143181964,10956.217892210323,
3168,Maine,06-14-2020,2793,100,2173.0,520.0,207.77972522191442,69858.0,314.0,3.5803795202291444,5196.948100448441,11.242391693519512
3169,Maryland,06-14-2020,61701,2939,4541.0,54221.0,1020.5799843855448,415309.0,10165.0,4.763293949854946,6869.516745841659,16.474611432553772
3170,Massachusetts,06-14-2020,105603,7624,,97979.0,1532.142967511222,712710.0,10802.0,7.219491870496102,10340.36546665268,10.228876073596394
3171,Michigan,06-14-2020,66054,6016,44964.0,15074.0,661.4092902301495,813498.0,,9.107699760801767,8145.68587494544,
3172,Minnesota,06-14-2020,30471,1329,26090.0,3052.0,540.3012111428549,417710.0,3610.0,4.361524072068524,7406.688947080235,11.847330248432936
3173,Mississippi,06-14-2020,19516,891,13356.0,5269.0,655.7467384865474,214053.0,2665.0,4.565484730477556,7192.281031628457,13.655462184873947
3174,Missouri,06-14-2020,16262,885,,15377.0,264.9644118024684,275489.0,,5.442135038740623,4488.6718019339705,
3175,Montana,06-14-2020,601,19,510.0,72.0,56.23244490436742,58907.0,77.0,3.1613976705490847,5511.62168382957,12.81198003327787
3176,Nebraska,06-14-2020,16730,215,9879.0,6636.0,864.8640824479634,136115.0,1070.0,1.2851165570830845,7036.5197000839535,6.3956963538553495
3177,Nevada,06-14-2020,11201,463,627.0,10111.0,363.6504125115741,210611.0,,4.133559503615748,6837.673156814136,
3178,New Hampshire,06-14-2020,5318,320,3905.0,1093.0,391.1125231758808,96421.0,513.0,6.017299736743136,7091.286310105605,9.64648364046634
3179,New Jersey,06-14-2020,166881,12659,28714.0,125508.0,1878.8271811343827,1097616.0,18737.0,7.585644860709128,12357.492915598516,11.227761099226395
3180,New Mexico,06-14-2020,9723,435,4072.0,5216.0,463.700187282797,258994.0,1625.0,4.473927800061709,12351.698684060551,16.71294867839144
3181,New York,06-14-2020,383324,30825,68761.0,283738.0,1970.4567199804706,2934599.0,89995.0,8.041500140872996,15085.15073409953,23.477528148511443
3182,North Carolina,06-14-2020,44264,1132,23653.0,19479.0,422.04086084741516,627130.0,,2.5573829748780046,5979.452491036494,
3183,North Dakota,06-14-2020,3080,74,2658.0,348.0,404.166590119964,86880.0,197.0,2.4025974025974026,11400.64719143587,6.396103896103896
3184,Ohio,06-14-2020,41148,2559,,38589.0,352.02025818925324,546220.0,6895.0,6.219014289880432,4672.900394384512,16.75658598230777
3185,Oklahoma,06-14-2020,8231,359,6578.0,1294.0,208.01264401482848,250818.0,1116.0,4.361559956262909,6338.6362952874815,13.558498359859069
3186,Oregon,06-14-2020,5377,173,2396.0,2808.0,127.48542642654104,166189.0,875.0,3.2174074762878933,3940.240939631845,16.27301469220755
3187,Pennsylvania,06-14-2020,83203,6215,58310.0,18678.0,649.9224456449698,583233.0,,7.469682583560688,4555.799883908665,
3188,Rhode Island,06-14-2020,15947,833,1435.0,13679.0,1505.3414275209302,191518.0,1853.0,5.223553019376684,18078.634195519757,11.619740390042017
3189,South Carolina,06-14-2020,18795,600,8682.0,9513.0,365.04261064024917,248336.0,1988.0,3.1923383878691136,4823.262663259214,10.577281191806332
3190,South Dakota,06-14-2020,5898,75,4899.0,924.0,666.6975636940335,65319.0,539.0,1.2716174974567651,7383.52291673967,9.138691081722618
3191,Tennessee,06-14-2020,30343,474,19896.0,9973.0,444.3143489974044,615220.0,2087.0,1.5621395379494447,9008.70295587724,6.878027881224664
3192,Texas,06-14-2020,88523,1984,58341.0,28198.0,305.2950865676404,1295983.0,,2.241225444234832,4469.541725598888,
3193,Utah,06-14-2020,14313,139,8252.0,5922.0,446.45001587668963,267713.0,1028.0,0.971145112834486,8350.483693173772,7.1822818416823875
3194,Vermont,06-14-2020,1127,55,909.0,163.0,180.61215822714826,50982.0,,4.880212954747116,8170.336336057206,
3195,Virginia,06-14-2020,54506,1546,7178.0,45782.0,638.5786265603767,469000.0,8136.0,2.8363849851392513,5494.686380523551,14.926797049866071
3196,Washington,06-14-2020,25834,1217,,24617.0,339.2562443096705,450146.0,3845.0,4.710846171711697,5911.389693853874,14.883486877757996
3197,West Virginia,06-14-2020,2290,88,1571.0,631.0,127.7796966431883,131199.0,,3.842794759825328,7320.772235759679,
3198,Wisconsin,06-14-2020,22758,692,16558.0,5508.0,390.8674619583494,420124.0,3049.0,3.040688988487565,7215.607768160188,13.397486598119345
3199,Wyoming,06-14-2020,1060,18,834.0,208.0,183.15049960346192,33065.0,93.0,1.69811320754717,5713.086103196668,8.773584905660378
3200,Alabama,06-15-2020,26272,774,13508.0,11990.0,535.8149855655048,302674.0,2259.0,2.946102314250913,6173.007952993819,8.598507917174176
3201,Alaska,06-15-2020,663,12,417.0,234.0,90.63010477824331,74437.0,,1.8099547511312215,10175.313890464702,
3202,Arizona,06-15-2020,36844,1203,6462.0,29179.0,506.18810980012,345257.0,3750.0,3.2651177939420264,4743.377163860059,10.178047986103573
3203,Arkansas,06-15-2020,12917,182,8352.0,4383.0,428.0264722294755,204138.0,1003.0,1.4089958968800804,6764.455213128487,7.764960904234729
3204,California,06-15-2020,155726,5114,,150612.0,394.1210799503738,2868182.0,,3.2839731322964694,7258.974014193026,
3205,Colorado,06-15-2020,29284,1605,4196.0,23483.0,508.51436843085014,249085.0,5244.0,5.480808632700452,4325.3415332809145,17.907389700860538
3206,Connecticut,06-15-2020,45235,4204,7611.0,33420.0,1268.7618135650791,356377.0,9912.0,9.29368851553001,9995.745083074658,21.912236100364762
3207,Delaware,06-15-2020,10340,423,6172.0,3745.0,1061.8589309113913,84686.0,,4.090909090909091,8696.768416166546,
3208,Florida,06-15-2020,77326,2938,,74388.0,360.0286194025004,1430184.0,12298.0,3.7994982282802683,6658.913832495481,15.904094353774926
3209,Georgia,06-15-2020,58414,2494,,55920.0,550.1711667699403,630496.0,9322.0,4.269524429075221,5938.314786930878,15.958503098572258
3210,Hawaii,06-15-2020,736,17,629.0,90.0,51.982100076843096,61474.0,91.0,2.3097826086956523,4341.7766577769735,12.36413043478261
3211,Idaho,06-15-2020,3399,87,2837.0,475.0,190.20013261968646,62980.0,266.0,2.5595763459841128,3524.2142843153442,7.825831126802001
3212,Illinois,06-15-2020,133016,6326,,126690.0,1049.6991710978239,1210473.0,,4.755818848860288,9552.478684792028,
3213,Indiana,06-15-2020,40430,2433,28744.0,9253.0,600.5449317676682,355829.0,6451.0,6.017808558001484,5285.463827008599,15.955973287162998
3214,Iowa,06-15-2020,24082,658,14625.0,8799.0,763.2794201079532,227388.0,,2.7323312017274315,7207.066721182097,
3215,Kansas,06-15-2020,11319,246,676.0,10397.0,388.52660578296747,136962.0,988.0,2.1733368672144184,4701.244012832121,8.728686279706688
3216,Kentucky,06-15-2020,12647,505,3416.0,8726.0,283.0780139907285,295851.0,2433.0,3.9930418281015263,6622.037915487547,19.23776389657626
3217,Louisiana,06-15-2020,47172,3018,37017.0,7137.0,1014.7147840923905,518725.0,,6.397863139150344,11158.270295478784,
3218,Maine,06-15-2020,2810,101,2189.0,520.0,209.04440668585013,70971.0,317.0,3.5943060498220643,5279.747539822588,11.28113879003559
3219,Maryland,06-15-2020,62032,2947,4567.0,54518.0,1026.0549681756231,421108.0,10222.0,4.75077379417075,6965.436476955446,16.478591694609236
3220,Massachusetts,06-15-2020,105690,7647,,98043.0,1533.4052085287449,717231.0,10817.0,7.235310814646608,10405.958474011546,10.234648500331158
3221,Michigan,06-15-2020,66085,6018,44964.0,15103.0,661.7196981993434,824037.0,,9.106453809487778,8251.214571311075,
3222,Minnesota,06-15-2020,30693,1335,26609.0,2749.0,544.2376382005067,422922.0,3630.0,4.349525950542469,7499.106324667992,11.82680089922784
3223,Mississippi,06-15-2020,19799,895,15323.0,3581.0,665.2556710030311,230503.0,2680.0,4.520430324763876,7745.0087344417225,13.536037173594625
3224,Missouri,06-15-2020,16611,887,,15724.0,270.65083288960784,279941.0,,5.339835049063874,4561.210331102866,
3225,Montana,06-15-2020,609,19,510.0,80.0,56.980963305756674,60937.0,78.0,3.1198686371100166,5701.5582281820925,12.807881773399014
3226,Nebraska,06-15-2020,16851,220,10121.0,6510.0,871.119226140504,137755.0,1075.0,1.3055605008604831,7121.300160048966,6.379443356477362
3227,Nevada,06-15-2020,11315,465,636.0,10214.0,367.35152375399167,216434.0,,4.109589041095891,7026.722023170255,
3228,New Hampshire,06-15-2020,5345,320,4041.0,984.0,393.09823925819535,98873.0,519.0,5.9869036482694105,7271.618748395799,9.710009354536949
3229,New Jersey,06-15-2020,167103,12708,28819.0,125576.0,1881.3265647323465,1116083.0,18755.0,7.604890396940808,12565.403352101228,11.223616571814988
3230,New Mexico,06-15-2020,9845,440,4114.0,5291.0,469.5184967396006,263665.0,1625.0,4.46927374301676,12574.463630558335,16.505840528186898
3231,New York,06-15-2020,383944,30856,68851.0,284237.0,1973.6437971433609,2991210.0,89995.0,8.036588669180922,15376.15658130663,23.439616194028297
3232,North Carolina,06-15-2020,45114,1140,29219.0,14755.0,430.14529631913706,638479.0,,2.526931772842133,6087.661006528933,
3233,North Dakota,06-15-2020,3101,74,2683.0,344.0,406.92227141623647,87776.0,197.0,2.3863269912931306,11518.222926743494,6.3527894227668495
3234,Ohio,06-15-2020,41576,2575,,39001.0,355.68178901711855,557168.0,6948.0,6.19347700596498,4766.560299766449,16.711564364056187
3235,Oklahoma,06-15-2020,8417,359,6628.0,1430.0,212.71320916933686,251004.0,1117.0,4.2651776167280495,6343.336860441988,13.27076155399786
3236,Oregon,06-15-2020,5820,180,2396.0,3244.0,137.98868919517741,173882.0,875.0,3.0927835051546397,4122.637328975229,15.034364261168385
3237,Pennsylvania,06-15-2020,83589,6243,58549.0,18797.0,652.9376021179207,593030.0,,7.468686071133763,4632.32705480375,
3238,Rhode Island,06-15-2020,16093,851,1474.0,13768.0,1519.1233205677765,200445.0,1882.0,5.288013421984713,18921.311998459452,11.694525570123654
3239,South Carolina,06-15-2020,19378,602,8682.0,10094.0,376.3658264957037,255557.0,1988.0,3.1066157498193827,4963.511276796497,10.25905666219424
3240,South Dakota,06-15-2020,5928,75,4961.0,892.0,670.0887008440541,66395.0,544.0,1.2651821862348178,7505.151702520407,9.176788124156543
3241,Tennessee,06-15-2020,31004,482,20062.0,10460.0,453.9934112090276,629978.0,2106.0,1.554638111211457,9224.805225346432,6.7926719133015085
3242,Texas,06-15-2020,90211,2001,59089.0,29121.0,311.1166030788994,1314761.0,,2.2181330436421276,4534.302648020938,
3243,Utah,06-15-2020,14608,143,8380.0,6085.0,455.6516336146637,272938.0,1041.0,0.9789156626506024,8513.461498871788,7.126232201533407
3244,Vermont,06-15-2020,1128,55,912.0,161.0,180.77241746248728,52557.0,,4.875886524822695,8422.744631716265,
3245,Virginia,06-15-2020,54886,1552,7230.0,46104.0,643.0306112610141,478999.0,8132.0,2.8276791895929745,5611.832156896377,14.816164413511641
3246,Washington,06-15-2020,26158,1220,,24938.0,343.5110644364931,462602.0,3856.0,4.663965134949155,6074.963889840606,14.74118816423274
3247,West Virginia,06-15-2020,2322,88,1585.0,649.0,129.5652644565429,131953.0,,3.7898363479758834,7362.844677361846,
3248,Wisconsin,06-15-2020,22932,694,16837.0,5401.0,393.8559028749832,426379.0,3061.0,3.026338740624455,7323.037066628835,13.348159776731205
3249,Wyoming,06-15-2020,1079,18,834.0,227.0,186.43338591710884,32606.0,93.0,1.6682113067655235,5633.778481198565,8.619091751621871
3250,Alabama,06-16-2020,26912,785,13508.0,12619.0,548.8677257741651,305424.0,2315.0,2.9169143876337693,6229.093946077906,8.602110582639714
3251,Alaska,06-16-2020,675,12,429.0,234.0,92.27046866563231,76215.0,,1.7777777777777777,10418.361139779508,
3252,Arizona,06-16-2020,39185,1228,6598.0,31359.0,538.3503713635247,354334.0,3808.0,3.1338522393773127,4868.083207521327,9.718004338394794
3253,Arkansas,06-16-2020,13191,188,8352.0,4651.0,437.10592205458016,205566.0,1026.0,1.4252141611704952,6811.774389589251,7.778030475324083
3254,California,06-16-2020,158961,5200,,153761.0,402.30841985276317,2937755.0,,3.2712426318405146,7435.053704773836,
3255,Colorado,06-16-2020,29427,1617,4196.0,23614.0,510.99755224063057,253156.0,5269.0,5.494953614027934,4396.0341297117975,17.905325041628434
3256,Connecticut,06-16-2020,45349,4210,7611.0,33528.0,1271.9593121114794,361420.0,9912.0,9.283556418002602,10137.192321403578,21.857152307658378
3257,Delaware,06-16-2020,10403,424,6256.0,3723.0,1068.3286710126888,86074.0,,4.075747380563299,8839.308086969739,
3258,Florida,06-16-2020,80109,2993,,77116.0,372.98622289676047,1460309.0,12489.0,3.736159482704815,6799.175350736439,15.590008613264427
3259,Georgia,06-16-2020,59078,2529,,56549.0,556.4250383544105,634978.0,9454.0,4.280781339923491,5980.528420126051,16.002572869765395
3260,Hawaii,06-16-2020,736,17,630.0,89.0,51.982100076843096,62028.0,91.0,2.3097826086956523,4380.904488541337,12.36413043478261
3261,Idaho,06-16-2020,3462,88,2877.0,497.0,193.72546605747414,65647.0,270.0,2.541883304448296,3673.4533998483553,7.79896013864818
3262,Illinois,06-16-2020,133639,6398,,127241.0,1054.6155915554677,1229202.0,,4.787524599854833,9700.279068020294,
3263,Indiana,06-16-2020,40786,2447,29093.0,9246.0,605.8329356189987,363745.0,6481.0,5.999607708527436,5403.047642983688,15.890256460550187
3264,Iowa,06-16-2020,24179,665,15025.0,8489.0,766.3538368403871,230638.0,,2.7503205260763472,7310.075529227561,
3265,Kansas,06-16-2020,11411,246,676.0,10489.0,391.68452147622946,136962.0,988.0,2.155814564893524,4701.244012832121,8.658312154938217
3266,Kentucky,06-16-2020,12647,505,3431.0,8711.0,283.0780139907285,296033.0,2436.0,3.9930418281015263,6626.111624552646,19.261484937139247
3267,Louisiana,06-16-2020,47706,3042,37017.0,7647.0,1026.2016342302973,532717.0,,6.3765564079989945,11459.251582238316,
3268,Maine,06-16-2020,2819,101,2233.0,485.0,209.7139439314632,72335.0,321.0,3.58283079106066,5381.219629046609,11.387016672578929
3269,Maryland,06-16-2020,62409,2982,4579.0,54848.0,1032.2908258458933,429225.0,10262.0,4.778156996587032,7099.697635336306,16.44314121360701
3270,Massachusetts,06-16-2020,105885,7664,,98221.0,1536.2343694300894,723647.0,10867.0,7.238041271190442,10499.045121924502,10.263021202247721
3271,Michigan,06-16-2020,66269,6034,44964.0,15271.0,663.5621196939137,835534.0,,9.105313193197425,8366.33587524083,
3272,Minnesota,06-16-2020,30882,1344,27006.0,2532.0,547.5889206955346,429145.0,3658.0,4.352049737711289,7609.450403856138,11.845087753383849
3273,Mississippi,06-16-2020,20152,915,15323.0,3914.0,677.1166362974434,240803.0,2728.0,4.54049225883287,8091.093557479817,13.537117903930133
3274,Missouri,06-16-2020,16857,891,,15966.0,274.6590265498838,284791.0,,5.285638013881473,4640.233661396924,
3275,Montana,06-16-2020,614,19,535.0,60.0,57.44878730662496,63577.0,79.0,3.0944625407166124,5948.5693006405445,12.866449511400653
3276,Nebraska,06-16-2020,17038,231,10351.0,6456.0,880.7862663926121,139513.0,1088.0,1.3557929334428924,7212.1806774992665,6.385726024181242
3277,Nevada,06-16-2020,11683,467,640.0,10576.0,379.29897057162043,222474.0,,3.9972609774886583,7222.815987242205,
3278,New Hampshire,06-16-2020,5364,326,4041.0,997.0,394.49559501982407,98873.0,519.0,6.077554064131245,7271.618748395799,9.675615212527964
3279,New Jersey,06-16-2020,167426,12792,28872.0,125762.0,1884.9630552825365,1131782.0,18879.0,7.64039038142224,12742.150303022117,11.276026423614015
3280,New Mexico,06-16-2020,9933,447,4160.0,5326.0,473.71531011827864,267921.0,1686.0,4.500151011778919,12777.43678669076,16.973723950468138
3281,New York,06-16-2020,384575,30909,68938.0,284728.0,1976.8874192236576,3051778.0,89995.0,8.037183904309952,15687.503177438823,23.40115712149776
3282,North Carolina,06-16-2020,45907,1169,29219.0,15519.0,437.70625788275527,651421.0,,2.5464526107129632,6211.058187558377,
3283,North Dakota,06-16-2020,3124,74,2720.0,330.0,409.9403985502492,88651.0,200.0,2.3687580025608197,11633.042980754846,6.402048655569782
3284,Ohio,06-16-2020,42010,2599,,39411.0,359.39464971640245,568133.0,7007.0,6.186622232801714,4860.365639784072,16.67936205665318
3285,Oklahoma,06-16-2020,8645,363,6765.0,1517.0,218.47519226196,261805.0,1130.0,4.198958935801041,6616.298173527175,13.07113938692886
3286,Oregon,06-16-2020,6098,182,2431.0,3485.0,144.57990149694018,179538.0,912.0,2.984585109872089,4256.737677100303,14.955723187930467
3287,Pennsylvania,06-16-2020,83978,6276,59612.0,18090.0,655.9761924494702,603092.0,,7.473385886779871,4710.924216541664,
3288,Rhode Island,06-16-2020,16164,865,1479.0,13820.0,1525.8254740357631,203618.0,1889.0,5.351398168770107,19220.832180909056,11.686463746597376
3289,South Carolina,06-16-2020,19990,607,9734.0,9649.0,388.2522897950828,267679.0,2055.0,3.036518259129565,5198.948708357078,10.280140070035015
3290,South Dakota,06-16-2020,5966,77,5069.0,820.0,674.3841412340802,67202.0,562.0,1.2906469996647671,7596.373291855958,9.42004693261817
3291,Tennessee,06-16-2020,31751,493,20710.0,10548.0,464.93177652231435,638990.0,2146.0,1.552707001354288,9356.768475953315,6.758842241189253
3292,Texas,06-16-2020,93569,2049,60681.0,30839.0,322.6975583187143,1348442.0,,2.1898278275924716,4650.460525755365,
3293,Utah,06-16-2020,14937,145,8470.0,6322.0,465.913776786845,275700.0,1073.0,0.9707437905871328,8599.613594438853,7.183504050344782
3294,Vermont,06-16-2020,1131,55,914.0,162.0,181.25319516850456,52890.0,,4.8629531388152065,8476.11095708418,
3295,Virginia,06-16-2020,55331,1570,7341.0,46420.0,648.2441196604448,485438.0,8245.0,2.8374690498996946,5687.269866073756,14.901230774791708
3296,Washington,06-16-2020,26531,1231,,25300.0,348.40936044669314,471265.0,3894.0,4.639855263653839,6188.7277995895665,14.677170102898495
3297,West Virginia,06-16-2020,2341,88,1636.0,617.0,130.6254453457222,137071.0,,3.7590773173857333,7648.423929510247,
3298,Wisconsin,06-16-2020,23198,703,17122.0,5373.0,398.4244389889177,437528.0,3096.0,3.030433658073972,7514.52055961476,13.345978101560481
3299,Wyoming,06-16-2020,1089,18,852.0,219.0,188.16122081902833,34413.0,96.0,1.6528925619834711,5945.99824797541,8.81542699724518
3300,Alabama,06-17-2020,27312,790,15974.0,10548.0,557.0256884045779,310723.0,2352.0,2.892501464557704,6337.166556024298,8.611599297012303
3301,Alaska,06-17-2020,695,12,438.0,245.0,95.00440847794736,77709.0,,1.7266187050359711,10622.58644375944,
3302,Arizona,06-17-2020,40937,1249,6715.0,32973.0,562.4205474673627,366193.0,3861.0,3.0510296308962546,5031.0102728269285,9.431565576373453
3303,Arkansas,06-17-2020,13606,197,8996.0,4413.0,450.8576435050123,220699.0,1052.0,1.447890636483904,7313.231740696215,7.731882992797296
3304,California,06-17-2020,162798,5271,,157527.0,412.01933892709604,2997988.0,,3.237754763572034,7587.495140427813,
3305,Colorado,06-17-2020,29656,1631,4231.0,23794.0,514.9741193206287,256667.0,5272.0,5.499730240086323,4457.00236996452,17.77717831130294
3306,Connecticut,06-17-2020,45429,4219,7611.0,33599.0,1274.2031707405322,367858.0,9912.0,9.287019304849323,10317.766844576608,21.81866208809351
3307,Delaware,06-17-2020,10444,426,6305.0,3713.0,1072.5391367928985,86587.0,,4.078896974339334,8891.990256366018,
3308,Florida,06-17-2020,82719,3018,,79701.0,385.1383411576369,1485759.0,12673.0,3.6484967178036487,6917.670143740003,15.32054304331532
3309,Georgia,06-17-2020,60030,2575,,57455.0,565.3914325538316,650467.0,9543.0,4.2895219057138085,6126.411277011381,15.897051474262867
3310,Hawaii,06-17-2020,744,17,637.0,90.0,52.54712290376531,63243.0,92.0,2.28494623655914,4466.717330380147,12.365591397849462
3311,Idaho,06-17-2020,3632,88,2921.0,623.0,203.23827057213924,66784.0,275.0,2.4229074889867843,3737.0772747493797,7.5715859030837
3312,Illinois,06-17-2020,134185,6485,,127700.0,1058.9243645408183,1259189.0,,4.832879979133286,9936.922246613174,
